Bill Number,Process Tag,Date,Day of Legislature,Bill Title,Description,Notecard,Topics,Read,Bill Sponsor,Office
HB 499,Committee 1,2025-02-21,32,Department of Environmental Quality Amendments,Increases the legislature's oversight into the department of environmental quality (DEQ) and allows the legislature to have a lot more control over who is on the DEQ board and how other decisions are made,Good Luck Nature!,Environment,Negative,Casey Snider,State House
HB 499,Rules 1,,0,Department of Environmental Quality Amendments,Increases the legislature's oversight into the department of environmental quality (DEQ) and allows the legislature to have a lot more control over who is on the DEQ board and how other decisions are made,Good Luck Nature!,Environment,Negative,Casey Snider,State House
HB 512,Rules 1,2025-02-18,29,Judicial Retention Changes,Creates a joint legislative committee on juducial performance,Gavel Grab,"Government, Judicial",Negative,Karianne Lisonbee,State House
HB 512,Committee 1,2025-02-21,32,Judicial Retention Changes,Creates a joint legislative committee on juducial performance,Gavel Grab,"Government, Judicial",Negative,Karianne Lisonbee,State House
HB 515,Rules 1,2025-02-19,30,School Lunch Debt Funding,Creates a grant that provides funding to relieve school lunch debt in public schools,School Lunch Debt Relief,"Education, Children's Health",Positive,Jennifer Daily-Provost,State House
HB 518,Rules 1,2025-02-18,29,Sexual Abuse Material Modifications,Prohibit comercial entities from posting an obcene material on the internet,Big Brother Browser,Personal Rights,Negative,Nicholeen Peck,State House
HB 519,Rules 1,2025-02-19,30,Health Care Access Amendments,Restricts drug manufactures and perscription drug providers from blocking access for lower cost medications,Lowering RX costs for Utahns,Public Health,Positive,Steve Eliason,State House
HB 519,Committee 1,2025-02-21,32,Health Care Access Amendments,Restricts drug manufactures and perscription drug providers from blocking access for lower cost medications,Lowering RX costs for Utahns,Public Health,Positive,Steve Eliason,State House
HB 521,Rules 1,2025-02-18,29,Transgender Medical Procedures Amendments,Prohibits public funds for any gender affirming care,We'll pay for viagra but not your care,"Transgender, public health",Negative,Nicholeen Peck,State House
HB 523,Committee 1,2025-02-21,32,Rio Grande Plan Amendments,Creates a working group to explore how to find funding for the Rio Grande plan which is a plan to bury the trainlines in downtown salt lake,Rio Grande Plan,Transportation,Positive,Jennifer Daily-Provost,State House
HB 523,Rules 1,,0,Rio Grande Plan Amendments,Creates a working group to explore how to find funding for the Rio Grande plan which is a plan to bury the trainlines in downtown salt lake,Rio Grande Plan,Transportation,Positive,Jennifer Daily-Provost,State House
HB 528,Rules 1,2025-02-19,30,Tax Payments with Precious Metals,Allows you to pay for your taxes in bars of gold and if so get a discount,Government Gold,Taxes,Nuetral,Ken Ivory,State House
HB 532,Rules 1,2025-02-20,31,Housing Authority Amendments,Prohibits any county housing authorities from operating in cities unless they're approved by the city,Nimby City,"Government, Personal RIghts",Negative,Ryan Wilcox,State House
HB 533,Rules 1,2025-02-20,31,County Formation Amendments,Allows for cities to bring it to the ballot to say they want to create a new county if the population is greater than 1 million people,"New County, Who Dis?",Election,Negative,Jordan Teuscher,State House
HB 65,Rules 1,2025-02-03,14,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 65,Floor Vote 1.1,2025-02-06,17,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 65,Rules 2,2025-02-18,29,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 65,Committee 2,2025-02-21,32,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 65,Committee 1,,0,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 65,Floor Vote 1.2,,0,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 65,Floor Vote 1.3,,0,Firefighter Cancer Amendments,Adds additional protections and coverage for firefighters who get cancer on the job,Firefighter Cancer Prevention and Coverage,Firefighters,Positive,Casey Snider,State House
HB 77,Rules 1,2025-01-30,10,Flag Display Ammendments,"Prohibits public schools from displaying any flag that isnt't the U.S. flag, Utah flag, or military/service flags. This effectiverly bans Pride flags and other social movement banners.",No Rainbows Allowed,"Education, DEI",Negative,Trevor Lee,State House
HB 77,Committee 1,2025-02-03,14,Flag Display Ammendments,"Prohibits public schools from displaying any flag that isnt't the U.S. flag, Utah flag, or military/service flags. This effectiverly bans Pride flags and other social movement banners.",No Rainbows Allowed,"Education, DEI",Negative,Trevor Lee,State House
HB 77,Floor Vote 1.1,2025-02-13,24,Flag Display Ammendments,"Prohibits public schools from displaying any flag that isnt't the U.S. flag, Utah flag, or military/service flags. This effectiverly bans Pride flags and other social movement banners.",No Rainbows Allowed,"Education, DEI",Negative,Trevor Lee,State House
HB 77,Rules 2,2025-02-21,32,Flag Display Ammendments,"Prohibits public schools from displaying any flag that isnt't the U.S. flag, Utah flag, or military/service flags. This effectiverly bans Pride flags and other social movement banners.",No Rainbows Allowed,"Education, DEI",Negative,Trevor Lee,State House
HB 77,Floor Vote 1.2,,0,Flag Display Ammendments,"Prohibits public schools from displaying any flag that isnt't the U.S. flag, Utah flag, or military/service flags. This effectiverly bans Pride flags and other social movement banners.",No Rainbows Allowed,"Education, DEI",Negative,Trevor Lee,State House
HB 77,Floor Vote 1.3,,0,Flag Display Ammendments,"Prohibits public schools from displaying any flag that isnt't the U.S. flag, Utah flag, or military/service flags. This effectiverly bans Pride flags and other social movement banners.",No Rainbows Allowed,"Education, DEI",Negative,Trevor Lee,State House
HB 81,Floor Vote 1.1,2025-01-30,10,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Rules 2,2025-02-07,18,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Committee 2,2025-02-11,22,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Floor Vote 2.1,2025-02-13,24,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Floor Vote 2.2,2025-02-20,31,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Governor,2025-02-21,32,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Rules 1,,0,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Committee 1,,0,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Floor Vote 1.2,,0,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Floor Vote 1.3,,0,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 81,Floor Vote 2.3,,0,Fouride Amendments,"Prohibits water districts from adding flouride to public drinking water. Fluoridation ghas been a standard public health practice for decades, reducting tooth decay in children by nearly 25%",Cavities for Freedom,Public Health,Negative,Stephanie Gricius,State House
HB 84,Floor Vote 1.1,2025-02-03,14,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Rules 2,2025-02-10,21,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Floor Vote 2.1,2025-02-19,30,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Rules 1,,0,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Committee 1,,0,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Floor Vote 1.2,,0,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Floor Vote 1.3,,0,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HB 84,Committee 2,,0,Vaccine Amendments,"Establishes regualtions and drug enforcement for food containing ""vaccine material""",No Vax in MY Salad,Public Health,Negative,Trevor Lee,State House
HCR 15,Rules 1,2025-02-21,32,Concurrent Resolution Regarding Religious Freedom,concurrent resolution that reaffirms the state's committment to religious protections and religious expressions in public spaces including having religious symbols in schools and in classrooms,Separation of Church and State... or nah?,"Personal Rights, Education, DEI",Negative,Michael J. Petersen,State House
HJR 10,Floor Vote 1.1,2025-02-20,31,Proposal to Amend Utah Constitution - Publication Amendments,Changes the public notice requirements from two months to 60 days also makes it so the public notice is online newspapers instead of physical news papers,We Broke it So We Changed it (1),Election,Negative,Anthony E Loubet,State House
HJR 10,Floor Vote 1.3,2025-02-21,32,Proposal to Amend Utah Constitution - Publication Amendments,Changes the public notice requirements from two months to 60 days also makes it so the public notice is online newspapers instead of physical news papers,We Broke it So We Changed it (1),Election,Negative,Anthony E Loubet,State House
HJR 10,Rules 1,,0,Proposal to Amend Utah Constitution - Publication Amendments,Changes the public notice requirements from two months to 60 days also makes it so the public notice is online newspapers instead of physical news papers,We Broke it So We Changed it (1),Election,Negative,Anthony E Loubet,State House
HJR 10,Committee 1,,0,Proposal to Amend Utah Constitution - Publication Amendments,Changes the public notice requirements from two months to 60 days also makes it so the public notice is online newspapers instead of physical news papers,We Broke it So We Changed it (1),Election,Negative,Anthony E Loubet,State House
HJR 10,Floor Vote 1.2,,0,Proposal to Amend Utah Constitution - Publication Amendments,Changes the public notice requirements from two months to 60 days also makes it so the public notice is online newspapers instead of physical news papers,We Broke it So We Changed it (1),Election,Negative,Anthony E Loubet,State House
HJR 11,Rules 1,2025-02-12,23,Joint Resolution on the Foundation for a Strong Utah Future,Resolutions that states marriage with kids is the healthiest family structure,One is the Loneliest Number,Personal Rights,Negative,Nicholeen Peck,State House
HJR 5,Rules 1,2025-02-13,24,Proposal to Amend Utah Constitution - Electoral Votes,Would not allow Utah's electoral votes in presidental elections to be influenced by any sort of national popular vote or interstate compact.,Declaration of Electoral Independence,Election,Negative,Jason Kyle,State House
HJR 8,Rules 1,2025-02-06,17,Right to Work Amendment,"Attrempts to enshrine Utah's already existing ""right to work"" law into the state constitution, making it nearly impossible to repeal in the future","Right to Work, Wrong to Organize",Labor Unions,Negative,Jordan Teuscher,State House
HJR 8,Committee 1,2025-02-10,21,Right to Work Amendment,"Attrempts to enshrine Utah's already existing ""right to work"" law into the state constitution, making it nearly impossible to repeal in the future","Right to Work, Wrong to Organize",Labor Unions,Negative,Jordan Teuscher,State House
SB 102,Floor Vote 1.1,2025-02-03,14,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Floor Vote 1.2,2025-02-18,29,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Rules 2,2025-02-19,30,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Committee 2,2025-02-21,32,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Rules 1,,0,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Committee 1,,0,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Floor Vote 1.2,,0,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 102,Floor Vote 1.3,,0,Public Education Funding Modifications,"Defunds several key education programs by setting expiration dates for concurrent enrollment, student counseling, dual-language immersion, and teacher success programs. Would strip $1.6 million from Salt Lake City School District",This is Why Schools Can't Have Nice Things,"Education, Children's Health, Mental Health",Negative,Lincoln Fillmore,State Senate
SB 114,Graveyard,2025-02-05,16,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Rules 2,2025-02-06,17,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Committee 2,2025-02-11,22,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Floor Vote 2.1,2025-02-13,24,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Rules 1,,0,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Committee 1,,0,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Floor Vote 1.1,,0,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Floor Vote 1.2,,0,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 114,Floor Vote 1.3,,0,Veteran Access to State Parks,Gives veterans free access to state parks,Free State Park Access for Veterans,Veterans,Positive,Matthew H. Gwynn,State Senate
SB 122,Rules 1,2025-01-21,1,Sales Tax on Food Amendments,Removes the sales tax on groceries,Grocery Tax Removal,Taxes,Positive,Nate Blouin,State Senate
SB 127,Committee 1,2025-01-30,10,Municipal Elections Amendments,Would reauthorize the pilot program for ranked choice voting for municipalities that want to use it,One and Done Voting,Election,Positive,Todd D. Weiler,State Senate
SB 127,Floor Vote 1.1,2025-02-12,23,Municipal Elections Amendments,Would reauthorize the pilot program for ranked choice voting for municipalities that want to use it,One and Done Voting,Election,Positive,Todd D. Weiler,State Senate
SB 127,Floor Vote 1.2,2025-02-21,32,Municipal Elections Amendments,Would reauthorize the pilot program for ranked choice voting for municipalities that want to use it,One and Done Voting,Election,Positive,Todd D. Weiler,State Senate
SB 127,Rules 1,,0,Municipal Elections Amendments,Would reauthorize the pilot program for ranked choice voting for municipalities that want to use it,One and Done Voting,Election,Positive,Todd D. Weiler,State Senate
SB 154,Committee 1,2025-02-14,25,Legislative Audit Amendments,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SJR 4",Attorney-Client Privledge? Never Heard of it (2/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SB 154,Floor Vote 1.1,2025-02-18,29,Legislative Audit Amendments,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SJR 4",Attorney-Client Privledge? Never Heard of it (2/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SB 154,Floor Vote 1.3,2025-02-21,32,Legislative Audit Amendments,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SJR 4",Attorney-Client Privledge? Never Heard of it (2/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SB 154,Rules 1,,0,Legislative Audit Amendments,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SJR 4",Attorney-Client Privledge? Never Heard of it (2/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SB 154,Floor Vote 1.2,,0,Legislative Audit Amendments,"Legislative auditors could compel any organization, business or individual to turn over information to the legislature that would normally be protected by attorney-client privledge. Works in conjunction with SJR 4",Attorney-Client Privledge? Never Heard of it (2/2),"Government, Personal RIghts",Negative,Brady Brammer,State Senate
SB 156,Floor Vote 1.1,2025-02-14,25,Pari-mutuel Horse Racing,Legalizes horse racing and horse race wagering,Colt Hard Cash,Government,Nuetral,David P. Hinkins,State Senate
SB 156,Floor Vote 1.2,2025-02-21,32,Pari-mutuel Horse Racing,Legalizes horse racing and horse race wagering,Colt Hard Cash,Government,Nuetral,David P. Hinkins,State Senate
SB 156,Rules 1,,0,Pari-mutuel Horse Racing,Legalizes horse racing and horse race wagering,Colt Hard Cash,Government,Nuetral,David P. Hinkins,State Senate
SB 156,Committee 1,,0,Pari-mutuel Horse Racing,Legalizes horse racing and horse race wagering,Colt Hard Cash,Government,Nuetral,David P. Hinkins,State Senate
SB 173,Rules 1,2025-02-03,14,School Meal Amendments,Gives school lunch for free to all public schools,Free School Lunches,"Education, Children's Health",Positive,Luz Escamilla,State Senate
SB 173,Committee 1,2025-02-06,17,School Meal Amendments,Gives school lunch for free to all public schools,Free School Lunches,"Education, Children's Health",Positive,Luz Escamilla,State Senate
SB 173,Graveyard,2025-02-13,24,School Meal Amendments,Gives school lunch for free to all public schools,Free School Lunches,"Education, Children's Health",Positive,Luz Escamilla,State Senate
SB 195,Rules 2,2025-02-20,31,Transportation Amendments,restricts salt lake city from allowing the open streets main street,Stay in Your Lane,"Government, Public Spaces",Negative,Wayne A. Harper,State Senate
SB 195,Rules 1,,0,Transportation Amendments,restricts salt lake city from allowing the open streets main street,Stay in Your Lane,"Government, Public Spaces",Negative,Wayne A. Harper,State Senate
SB 195,Committee 1,,0,Transportation Amendments,restricts salt lake city from allowing the open streets main street,Stay in Your Lane,"Government, Public Spaces",Negative,Wayne A. Harper,State Senate
SB 195,Floor Vote 1.1,,0,Transportation Amendments,restricts salt lake city from allowing the open streets main street,Stay in Your Lane,"Government, Public Spaces",Negative,Wayne A. Harper,State Senate
SB 195,Floor Vote 1.2,,0,Transportation Amendments,restricts salt lake city from allowing the open streets main street,Stay in Your Lane,"Government, Public Spaces",Negative,Wayne A. Harper,State Senate
SB 195,Floor Vote 1.3,,0,Transportation Amendments,restricts salt lake city from allowing the open streets main street,Stay in Your Lane,"Government, Public Spaces",Negative,Wayne A. Harper,State Senate
SB 197,Floor Vote 1.1,2025-02-11,22,Property Tax Amendments,"Has to do with the homeowners tax credit, if seniors are on a fixed income and their homeowners tax is going up because neighborhood is being gentrified the credit helps them age in place. This bill would remove the tax credit and require them to use a deferral program to defer and pay interest on those taxes and put a lein on their house so those inhereting the home will be responsible for those taxes",Grand Theft Grandma,"Taxes, Elder Support",Negative,Daniel McCay,State Senate
SB 197,Floor Vote 1.2,2025-02-20,31,Property Tax Amendments,"Has to do with the homeowners tax credit, if seniors are on a fixed income and their homeowners tax is going up because neighborhood is being gentrified the credit helps them age in place. This bill would remove the tax credit and require them to use a deferral program to defer and pay interest on those taxes and put a lein on their house so those inhereting the home will be responsible for those taxes",Grand Theft Grandma,"Taxes, Elder Support",Negative,Daniel McCay,State Senate
SB 197,Rules 1,,0,Property Tax Amendments,"Has to do with the homeowners tax credit, if seniors are on a fixed income and their homeowners tax is going up because neighborhood is being gentrified the credit helps them age in place. This bill would remove the tax credit and require them to use a deferral program to defer and pay interest on those taxes and put a lein on their house so those inhereting the home will be responsible for those taxes",Grand Theft Grandma,"Taxes, Elder Support",Negative,Daniel McCay,State Senate
SB 197,Committee 1,,0,Property Tax Amendments,"Has to do with the homeowners tax credit, if seniors are on a fixed income and their homeowners tax is going up because neighborhood is being gentrified the credit helps them age in place. This bill would remove the tax credit and require them to use a deferral program to defer and pay interest on those taxes and put a lein on their house so those inhereting the home will be responsible for those taxes",Grand Theft Grandma,"Taxes, Elder Support",Negative,Daniel McCay,State Senate
SB 203,Graveyard,2025-02-07,18,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 203,Floor Vote 1.1,2025-02-10,21,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 203,Floor Vote 1.2,2025-02-18,29,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 203,Rules 2,2025-02-20,31,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 203,Rules 1,,0,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 203,Committee 1,,0,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 203,Floor Vote 1.3,,0,Judicial Standing Amendments,"Restricts who can sue the state, making it harder for advocacy groups, parents and organizations to challenge unconstitutional laws",Sue Who?,Personal Rights,Negative,Brady Brammer,State Senate
SB 204,Floor Vote 1.1,2025-02-07,18,Suspensive Appeals Amendments,Prevents courts from temporarily blocking unconstitutional laws while legal challenges are pending. This means harmful laws stay in effect even while they're being challenged,Courts Can't Stop Us,Judicial,Negative,Brady Brammer,State Senate
SB 204,Floor Vote 1.2,2025-02-18,29,Suspensive Appeals Amendments,Prevents courts from temporarily blocking unconstitutional laws while legal challenges are pending. This means harmful laws stay in effect even while they're being challenged,Courts Can't Stop Us,Judicial,Negative,Brady Brammer,State Senate
SB 204,Rules 2,2025-02-20,31,Suspensive Appeals Amendments,Prevents courts from temporarily blocking unconstitutional laws while legal challenges are pending. This means harmful laws stay in effect even while they're being challenged,Courts Can't Stop Us,Judicial,Negative,Brady Brammer,State Senate
SB 204,Rules 1,,0,Suspensive Appeals Amendments,Prevents courts from temporarily blocking unconstitutional laws while legal challenges are pending. This means harmful laws stay in effect even while they're being challenged,Courts Can't Stop Us,Judicial,Negative,Brady Brammer,State Senate
SB 204,Committee 1,,0,Suspensive Appeals Amendments,Prevents courts from temporarily blocking unconstitutional laws while legal challenges are pending. This means harmful laws stay in effect even while they're being challenged,Courts Can't Stop Us,Judicial,Negative,Brady Brammer,State Senate
SB 204,Floor Vote 1.3,,0,Suspensive Appeals Amendments,Prevents courts from temporarily blocking unconstitutional laws while legal challenges are pending. This means harmful laws stay in effect even while they're being challenged,Courts Can't Stop Us,Judicial,Negative,Brady Brammer,State Senate
SB 214,Rules 1,2025-02-12,23,Health Insurance Coverage Amendments,Helps to make the autism diagnosis waitlist shorter by expanding who can diagnose autism,Expanding Autism Care,"Autism, Public Health",Positive,Karen Kwan,State Senate
SB 214,Floor Vote 1.1,2025-02-21,32,Health Insurance Coverage Amendments,Helps to make the autism diagnosis waitlist shorter by expanding who can diagnose autism,Expanding Autism Care,"Autism, Public Health",Positive,Karen Kwan,State Senate
SB 214,Committee 1,,0,Health Insurance Coverage Amendments,Helps to make the autism diagnosis waitlist shorter by expanding who can diagnose autism,Expanding Autism Care,"Autism, Public Health",Positive,Karen Kwan,State Senate
SB 221,Rules 1,2025-02-11,22,Child Care Revisions,"Tightens the requirement for homebased child care providers, also expands background checks and inspections",Safer Child Care Facilities,Children's Health,Positive,Luz Escamilla,State Senate
SB 221,Floor Vote 1.1,2025-02-21,32,Child Care Revisions,"Tightens the requirement for homebased child care providers, also expands background checks and inspections",Safer Child Care Facilities,Children's Health,Positive,Luz Escamilla,State Senate
SB 221,Committee 1,,0,Child Care Revisions,"Tightens the requirement for homebased child care providers, also expands background checks and inspections",Safer Child Care Facilities,Children's Health,Positive,Luz Escamilla,State Senate
SB 230,Rules 2,2025-02-21,32,Utah Resident Terminology Amendments,"designate the name ""Utahn"" as the official name for ppl in utah.","You say ""Tomato"", we say ""Utahn""",Government,Nuetral,Daniel McCay,State Senate
SB 230,Rules 1,,0,Utah Resident Terminology Amendments,"designate the name ""Utahn"" as the official name for ppl in utah.","You say ""Tomato"", we say ""Utahn""",Government,Nuetral,Daniel McCay,State Senate
SB 230,Committee 1,,0,Utah Resident Terminology Amendments,"designate the name ""Utahn"" as the official name for ppl in utah.","You say ""Tomato"", we say ""Utahn""",Government,Nuetral,Daniel McCay,State Senate
SB 230,Floor Vote 1.1,,0,Utah Resident Terminology Amendments,"designate the name ""Utahn"" as the official name for ppl in utah.","You say ""Tomato"", we say ""Utahn""",Government,Nuetral,Daniel McCay,State Senate
SB 230,Floor Vote 1.2,,0,Utah Resident Terminology Amendments,"designate the name ""Utahn"" as the official name for ppl in utah.","You say ""Tomato"", we say ""Utahn""",Government,Nuetral,Daniel McCay,State Senate
SB 230,Floor Vote 1.3,,0,Utah Resident Terminology Amendments,"designate the name ""Utahn"" as the official name for ppl in utah.","You say ""Tomato"", we say ""Utahn""",Government,Nuetral,Daniel McCay,State Senate
